0	12001.15062413901
11	8455.312958402277
11	8848.12121484895
11	4241.494754511364
6	9341.89609265692
0	11086.697812978195
11	3780.6624730742774
11	6159.114126632933
0	10179.297728705966
0	10623.136314742747
0	9283.36189242179
4	11060.228157577305
11	4610.082997417398
9	10710.124981931112
0	9803.865475493754
0	10910.973171637226
4	8994.960351904587
0	10856.63501993615
11	1413.1910652748347
0	9475.00366982766
0	9430.06307180973
1	10733.703883039492
11	3904.998665674212
0	10076.564609628946
11	2933.6795403160477
11	3323.6509475768735
11	2249.921365487535
11	4588.241468719458
1	10965.138107410532
11	2013.0793935406714
0	10765.778418385378
11	10038.863257576653
0	10742.284372709113
0	10230.299209731562
0	8560.784588787785
11	2079.217459038144
11	6240.083643957749
11	4741.148798945532
11	872.6642693190583
0	9860.558094823296
0	10705.311550149712
11	2388.0516334404797
0	10511.243359872733
0	9714.559925962274
11	3094.5659470971063
11	6651.620381751768
11	7346.900083385142
11	7499.281973777543
11	882.9972776463641
11	4392.171423760382
0	11124.229204118976
2	11538.367644906464
11	2135.878704779977
11	1295.5853310704981
11	2413.235214972975
1	11147.430228014453
0	10067.061329324817
11	2000.2230282511805
11	5369.428892240368
11	3749.453415568513
11	3117.373990514394
11	3150.5861208934853
11	4979.717517193245
0	11348.164536562104
11	668.6339160366834
1	11759.200454559239
0	10494.849767167012
11	1901.2855603449054
11	2524.309455076078
11	1281.1394596097987
11	1550.7245725446437
11	2626.188056216264
11	1585.5288160429243
0	10233.863888986461
9	9645.82231413835
1	11896.706811617027
11	1197.1358884725346
0	10027.47625811731
11	4714.5214110329225
11	2914.7147740088667
0	10127.474590467744
1	11916.179425094104
0	10653.892465980582
1	10221.1519248868
11	7718.567669874568
11	3714.159256696363
0	10075.872480782173
0	9486.916049449484
11	2896.817060661816
8	10716.98473940896
11	4319.707205191023
11	1705.8971663466682
11	741.2339258314332
2	11663.466097426766
1	10604.715055723069
3	10852.698630364608
2	10855.637798692222
9	10162.652953348494
0	10621.289874473783
7	10874.28681686188
11	1225.6856682592156
0	10633.486839036157
11	2907.6600433741833
0	10829.12835182747
1	10783.940246752489
0	10653.3675007204
11	5290.795457864081
1	11170.06918512708
11	910.0155143683586
1	10188.412226786608
3	10045.382524995412
0	9802.695119211172
11	10589.610157574565
11	1152.319913757142
1	11053.94128278113
11	3005.952813409991
0	10826.191974737343
11	5487.302014484767
11	2051.6120102070363
7	10499.634733940404
11	2907.777999026295
11	6786.025898984275
0	10222.82599238705
0	10838.602406141415
2	11156.340445289004
0	10395.367033831197
0	10318.158109472462
11	7524.194709631792
0	10723.234882933672
2	10370.783833039572
11	1323.6072630590584
2	10777.093913706083
11	3240.5174653380454
1	10336.480588220618
0	10363.497926509386
4	10376.832405855539
11	2482.5468929598755
11	1302.8937214010762
0	10776.516068386072
11	11487.036267479265
11	5472.387584443945
11	4653.537093870078
4	11351.180461029886
11	2035.6948607189722
2	10715.357952904298
11	5048.695054716468
11	2625.987620176805
0	10699.203968984559
0	11198.49455347305
11	2018.700168302235
2	10815.39216708279
11	6451.067622293382
4	11891.047608725949
4	10198.839640577755
11	1795.0758861924226
2	11056.337178642681
2	10377.793094274888
11	1166.7265503151007
0	10274.42844233514
11	2736.40473521732
0	9782.334994234354
0	10185.433836930331
0	10715.49355594958
4	10999.448271300666
0	11108.67247255141
0	10720.978263323908
11	7434.454134692671
11	5624.825801578551
11	8759.143637010398
11	1244.8767196992699
11	877.950217362026
11	1888.3774552691207
11	2359.116592285441
1	12518.706718553503
11	2503.176045865227
11	624.5309059585098
11	6750.066499275502
11	6751.581454166578
11	930.694731327153
0	10280.166742590074
0	10279.088153676557
3	10335.777158410812
11	1702.2945641862048
11	1747.4326540986592
0	10112.204970870695
11	1517.8846853269395
11	7884.180512791261
0	11780.595800634226
3	11541.818451932015
11	5891.200242035391
2	10820.260890055448
4	10324.5125715162
11	3083.1193177606765
11	6870.2847563109335
11	903.7492876660671
1	10455.315671717452
11	3164.05245494763
11	5445.303201799863
11	2352.533624056011
0	10101.927354232845
0	10806.322677686241
11	2074.0181274406755
11	1914.092344589578
0	9905.963605171435
8	9498.431361957928
11	8964.285412353394
11	3616.1438847989916
11	3220.1925348311183
0	11094.534869069836
11	2868.0045036946017
0	10492.674479815369
11	1289.4884544854829
11	4407.906671563463
0	10704.81587353947
0	11111.054759646984
11	2754.9243271890014
1	11087.159233284156
0	10223.09040767034
11	1446.0589779283669
2	10925.233753054968
11	7413.55469428343
4	12258.02559270954
0	10020.657240639235
5	10866.433575212739
4	10815.993976689582
5	10669.159173126764
11	1180.2874613678239
11	4633.685031377416
0	10116.038502135865
11	5786.541378017151
11	6555.197100028993
11	608.2073808082257
11	4781.192998346391
0	10390.306707088657
2	10399.56089147656
11	11705.367297612866
11	839.031265014203
11	3108.1204192870787
3	14751.699318827112
11	6617.821525488011
11	5509.613726939553
11	1487.6621358550747
0	9595.067471807168
11	2481.346495339638
1	10168.240343001906
11	1811.7038442837713
0	9663.134014921734
11	6300.300260432084
1	10138.966029235728
11	1082.3317652759767
11	1618.8824225589854
0	10508.657388908428
11	1233.5757589056532
0	11307.716449450458
0	11078.437118534164
4	10149.881681378416
2	9884.933712927657
0	10301.645191424443
10	11044.863108354424
11	2705.4866138475777
2	10256.689927895688
0	11443.058008903869
0	10098.26780808499
0	10122.092773483966
11	1943.4690096395027
11	5179.6137772375
1	10614.828650420894
0	10519.566998881724
3	10308.010283773418
11	5478.03249602693
11	2398.4048981992582
0	11091.67594580311
11	9040.672990590447
0	10293.190552782833
0	10367.269578063624
1	11115.365845528315
1	10418.693435286212
0	11126.892926374032
0	10993.0481399023
11	3020.788186357017
11	778.1537539152517
3	10402.935474827224
11	2579.6153180069477
11	3079.991439875761
3	11078.612450002875
2	10926.758238686656
0	9609.831591965818
11	3462.9747402389826
0	9732.230043704521
1	11428.96549787221
10	12263.912439017815
0	10836.159701403492
11	2243.8493359234935
0	10542.944783218369
0	10702.5888664749
2	11502.240705876431
1	10911.741053589538
11	762.537430284308
5	9977.20085085558
0	9839.661514518772
11	2632.196598072056
11	6327.64644892778
0	9633.954554333572
11	10559.484466779017
7	9559.211262223449
0	10805.473080550084
0	10132.757762075033
11	3706.835690901582
11	1368.373915203235
4	11266.189528192068
3	11024.964541335059
11	3655.4529751907226
0	10141.885013090387
11	2851.1245198937363
0	11098.060620643353
3	11340.380898326828
11	5906.729450688104
5	10286.62575270618
11	721.3953696899174
11	3158.927998199727
11	1806.74986951328
0	10157.92706414844
11	3492.066874367021
6	10737.091306786517
4	9996.81671773377
11	5065.078458823513
11	10614.75505214859
0	9407.324187749702
11	574.7634933717513
7	11479.937414236572
8	9791.737059671868
11	545.0519731159709
0	10946.835588907088
11	3869.8351041762426
11	2401.763048522005
11	10184.311090827776
11	7127.52083743048
11	656.9274796686889
0	9758.308010825884
11	3697.6915406037856
0	10483.42366532093
2	10104.241792056899
1	8990.546051278921
6	10522.242372702149
1	11232.592819739768
11	1423.0557987389082
